county,precinct,office,candidate,votes,district
Washoe,204,State Senate,Sheila Leslie,200,15
Washoe,204,State House,Pat Hickey,259,25
Washoe,204,President,Virgil Goode,0,
Washoe,204,President,None Of These Candidates,4,
Washoe,204,U.S. House,Russell Best,11,2
Washoe,204,President,Gary Johnson,18,
Washoe,204,U.S. House,Michael Haines,20,2
Washoe,204,U.S. Senate,None Of These Candidates,32,
Washoe,204,U.S. Senate,David Vanderbeek,32,
Washoe,204,U.S. House,Samuel Koepnick,173,2
Washoe,204,U.S. Senate,Shelley Berkley,178,
Washoe,204,State House,Rodney Petzak,206,26
Washoe,204,President,Barack Obama,236,
Washoe,204,President,Mitt Romney,337,
Washoe,204,State House,Randy Kirner,345,26
Washoe,204,U.S. Senate,Dean Heller,349,
Washoe,204,U.S. House,Mark Amodei,371,2
Washoe,204,President,Virgil Goode,2,
Washoe,204,President,None Of These Candidates,5,
Washoe,204,President,Gary Johnson,13,
Washoe,204,U.S. House,Russell Best,16,2
Washoe,204,U.S. Senate,None Of These Candidates,34,
Washoe,204,U.S. House,Michael Haines,36,2
Washoe,204,U.S. Senate,David Vanderbeek,42,
Washoe,204,U.S. Senate,Shelley Berkley,355,
Washoe,204,U.S. House,Samuel Koepnick,361,2
Washoe,204,State House,Rodney Petzak,397,26
Washoe,204,President,Mitt Romney,451,
Washoe,204,President,Barack Obama,452,
Washoe,204,State House,Randy Kirner,481,26
Washoe,204,U.S. House,Mark Amodei,484,2
Washoe,204,U.S. Senate,Dean Heller,488,
Washoe,204,President,Virgil Goode,0,
Washoe,204,President,Gary Johnson,0,
Washoe,204,President,None Of These Candidates,0,
Washoe,204,President,Barack Obama,0,
Washoe,204,President,Mitt Romney,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Rodney Petzak,0,26
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Russell Best,0,2
Washoe,204,U.S. House,Michael Haines,0,2
Washoe,204,U.S. House,Samuel Koepnick,0,2
Washoe,204,U.S. Senate,Shelley Berkley,0,
Washoe,204,U.S. Senate,Dean Heller,0,
Washoe,204,U.S. Senate,None Of These Candidates,0,
Washoe,204,U.S. Senate,David Vanderbeek,0,
Washoe,204,President,Virgil Goode,0,
Washoe,204,President,Gary Johnson,0,
Washoe,204,President,None Of These Candidates,0,
Washoe,204,President,Barack Obama,0,
Washoe,204,President,Mitt Romney,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Rodney Petzak,0,26
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Russell Best,0,2
Washoe,204,U.S. House,Michael Haines,0,2
Washoe,204,U.S. House,Samuel Koepnick,0,2
Washoe,204,U.S. Senate,Shelley Berkley,0,
Washoe,204,U.S. Senate,Dean Heller,0,
Washoe,204,U.S. Senate,None Of These Candidates,0,
Washoe,204,U.S. Senate,David Vanderbeek,0,
Washoe,204,President,Virgil Goode,0,
Washoe,204,President,Gary Johnson,0,
Washoe,204,President,None Of These Candidates,0,
Washoe,204,President,Barack Obama,0,
Washoe,204,President,Mitt Romney,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Rodney Petzak,0,26
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Russell Best,0,2
Washoe,204,U.S. House,Michael Haines,0,2
Washoe,204,U.S. House,Samuel Koepnick,0,2
Washoe,204,U.S. Senate,Shelley Berkley,0,
Washoe,204,U.S. Senate,Dean Heller,0,
Washoe,204,U.S. Senate,None Of These Candidates,0,
Washoe,204,U.S. Senate,David Vanderbeek,0,
Washoe,204,President,Virgil Goode,0,
Washoe,204,President,Gary Johnson,0,
Washoe,204,President,None Of These Candidates,0,
Washoe,204,President,Barack Obama,0,
Washoe,204,President,Mitt Romney,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Rodney Petzak,0,26
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Russell Best,0,2
Washoe,204,U.S. House,Michael Haines,0,2
Washoe,204,U.S. House,Samuel Koepnick,0,2
Washoe,204,U.S. Senate,Shelley Berkley,0,
Washoe,204,U.S. Senate,Dean Heller,0,
Washoe,204,U.S. Senate,None Of These Candidates,0,
Washoe,204,U.S. Senate,David Vanderbeek,0,
Washoe,204,President,Virgil Goode,2,
Washoe,204,President,None Of These Candidates,3,
Washoe,204,President,Gary Johnson,10,
Washoe,204,U.S. House,Russell Best,10,2
Washoe,204,U.S. House,Michael Haines,36,2
Washoe,204,U.S. Senate,David Vanderbeek,39,
Washoe,204,U.S. Senate,None Of These Candidates,59,
Washoe,204,U.S. Senate,Shelley Berkley,335,
Washoe,204,U.S. House,Samuel Koepnick,353,2
Washoe,204,State House,Rodney Petzak,399,26
Washoe,204,President,Barack Obama,488,
Washoe,204,President,Mitt Romney,552,
Washoe,204,State House,Randy Kirner,573,26
Washoe,204,U.S. House,Mark Amodei,607,2
Washoe,204,U.S. Senate,Dean Heller,616,
Washoe,204,President,Virgil Goode,0,
Washoe,204,President,Gary Johnson,0,
Washoe,204,President,None Of These Candidates,0,
Washoe,204,President,Barack Obama,0,
Washoe,204,President,Mitt Romney,0,
Washoe,204,State House,Randy Kirner,0,26
Washoe,204,State House,Rodney Petzak,0,26
Washoe,204,U.S. House,Mark Amodei,0,2
Washoe,204,U.S. House,Russell Best,0,2
Washoe,204,U.S. House,Michael Haines,0,2
Washoe,204,U.S. House,Samuel Koepnick,0,2
Washoe,204,U.S. Senate,Shelley Berkley,0,
Washoe,204,U.S. Senate,Dean Heller,0,
Washoe,204,U.S. Senate,None Of These Candidates,0,
Washoe,204,U.S. Senate,David Vanderbeek,0,
Washoe,204,President,Virgil Goode,2,
Washoe,204,President,None Of These Candidates,3,
Washoe,204,President,Gary Johnson,8,
Washoe,204,U.S. House,Russell Best,14,2
Washoe,204,U.S. House,Michael Haines,26,2
Washoe,204,U.S. Senate,None Of These Candidates,37,
Washoe,204,U.S. Senate,David Vanderbeek,42,
Washoe,204,State Senate,Kathy Martin,198,13
Washoe,204,State House,Heidi Waterman,201,24
Washoe,204,President,Mitt Romney,210,
Washoe,204,U.S. House,Mark Amodei,223,2
Washoe,204,U.S. Senate,Dean Heller,224,
Washoe,204,U.S. Senate,Shelley Berkley,262,
Washoe,204,U.S. House,Samuel Koepnick,278,2
Washoe,204,State House,David Bobzien,322,24
Washoe,204,State Senate,Debbie Smith,331,13
Washoe,204,President,Barack Obama,349,
Washoe,205,President,Virgil Goode,1,
Washoe,205,President,None Of These Candidates,2,
Washoe,205,U.S. House,Russell Best,3,2
Washoe,205,President,Gary Johnson,7,
Washoe,205,U.S. Senate,None Of These Candidates,7,
Washoe,205,U.S. House,Michael Haines,8,2
Washoe,205,U.S. Senate,David Vanderbeek,15,
Washoe,205,U.S. House,Samuel Koepnick,190,2
Washoe,205,U.S. Senate,Shelley Berkley,205,
Washoe,205,State Senate,Sheila Leslie,228,15
Washoe,205,President,Barack Obama,243,
Washoe,205,President,Mitt Romney,264,
Washoe,205,State Senate,Greg Brower,277,15
Washoe,205,U.S. Senate,Dean Heller,289,
Washoe,205,U.S. House,Mark Amodei,299,2
Washoe,205,State House,Pat Hickey,383,25
Washoe,205,President,Virgil Goode,0,
Washoe,205,President,Gary Johnson,0,
Washoe,205,President,None Of These Candidates,0,
Washoe,205,President,Barack Obama,0,
Washoe,205,President,Mitt Romney,0,
Washoe,205,State House,Pat Hickey,0,25
Washoe,205,State Senate,Greg Brower,0,15
Washoe,205,State Senate,Sheila Leslie,0,15
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Russell Best,0,2
Washoe,205,U.S. House,Michael Haines,0,2
Washoe,205,U.S. House,Samuel Koepnick,0,2
Washoe,205,U.S. Senate,Shelley Berkley,0,
Washoe,205,U.S. Senate,Dean Heller,0,
Washoe,205,U.S. Senate,None Of These Candidates,0,
Washoe,205,U.S. Senate,David Vanderbeek,0,
Washoe,205,President,Virgil Goode,0,
Washoe,205,President,Gary Johnson,0,
Washoe,205,President,None Of These Candidates,0,
Washoe,205,President,Barack Obama,0,
Washoe,205,President,Mitt Romney,0,
Washoe,205,State House,Randy Kirner,0,26
Washoe,205,State House,Rodney Petzak,0,26
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Russell Best,0,2
Washoe,205,U.S. House,Michael Haines,0,2
Washoe,205,U.S. House,Samuel Koepnick,0,2
Washoe,205,U.S. Senate,Shelley Berkley,0,
Washoe,205,U.S. Senate,Dean Heller,0,
Washoe,205,U.S. Senate,None Of These Candidates,0,
Washoe,205,U.S. Senate,David Vanderbeek,0,
Washoe,205,President,Virgil Goode,0,
Washoe,205,President,Gary Johnson,0,
Washoe,205,President,None Of These Candidates,0,
Washoe,205,President,Barack Obama,0,
Washoe,205,President,Mitt Romney,0,
Washoe,205,State House,Randy Kirner,0,26
Washoe,205,State House,Rodney Petzak,0,26
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Russell Best,0,2
Washoe,205,U.S. House,Michael Haines,0,2
Washoe,205,U.S. House,Samuel Koepnick,0,2
Washoe,205,U.S. Senate,Shelley Berkley,0,
Washoe,205,U.S. Senate,Dean Heller,0,
Washoe,205,U.S. Senate,None Of These Candidates,0,
Washoe,205,U.S. Senate,David Vanderbeek,0,
Washoe,205,President,Virgil Goode,1,
Washoe,205,President,None Of These Candidates,6,
Washoe,205,President,Gary Johnson,9,
Washoe,205,U.S. House,Russell Best,11,2
Washoe,205,U.S. Senate,None Of These Candidates,26,
Washoe,205,U.S. House,Michael Haines,32,2
Washoe,205,U.S. Senate,David Vanderbeek,34,
Washoe,205,U.S. House,Samuel Koepnick,251,2
Washoe,205,U.S. Senate,Shelley Berkley,259,
Washoe,205,State House,Rodney Petzak,285,26
Washoe,205,President,Barack Obama,350,
Washoe,205,President,Mitt Romney,454,
Washoe,205,State House,Randy Kirner,465,26
Washoe,205,U.S. House,Mark Amodei,488,2
Washoe,205,U.S. Senate,Dean Heller,494,
Washoe,205,President,Virgil Goode,0,
Washoe,205,President,Gary Johnson,0,
Washoe,205,President,None Of These Candidates,0,
Washoe,205,President,Barack Obama,0,
Washoe,205,President,Mitt Romney,0,
Washoe,205,State House,Randy Kirner,0,26
Washoe,205,State House,Rodney Petzak,0,26
Washoe,205,U.S. House,Mark Amodei,0,2
Washoe,205,U.S. House,Russell Best,0,2
Washoe,205,U.S. House,Michael Haines,0,2
Washoe,205,U.S. House,Samuel Koepnick,0,2
Washoe,205,U.S. Senate,Shelley Berkley,0,
Washoe,205,U.S. Senate,Dean Heller,0,
Washoe,205,U.S. Senate,None Of These Candidates,0,
Washoe,205,U.S. Senate,David Vanderbeek,0,
Washoe,205,President,None Of These Candidates,1,
Washoe,205,President,Virgil Goode,2,
Washoe,205,U.S. House,Russell Best,9,2
Washoe,205,President,Gary Johnson,15,
Washoe,205,U.S. Senate,David Vanderbeek,41,
Washoe,205,U.S. House,Michael Haines,42,2
Washoe,205,U.S. Senate,None Of These Candidates,51,
Washoe,205,U.S. Senate,Shelley Berkley,379,
Washoe,205,U.S. House,Samuel Koepnick,401,2
Washoe,205,State House,Rodney Petzak,459,26
Washoe,205,President,Barack Obama,510,
Washoe,205,State House,Randy Kirner,664,26
Washoe,205,President,Mitt Romney,692,
Washoe,205,U.S. House,Mark Amodei,708,2
Washoe,205,U.S. Senate,Dean Heller,735,
Washoe,205,President,Virgil Goode,0,
Washoe,205,President,Gary Johnson,0,
Washoe,205,U.S. House,Russell Best,0,2
Washoe,205,President,None Of These Candidates,1,
Washoe,205,U.S. House,Michael Haines,6,2
Washoe,205,U.S. Senate,None Of These Candidates,6,
Washoe,205,U.S. Senate,David Vanderbeek,6,
Washoe,205,U.S. Senate,Shelley Berkley,70,
Washoe,205,U.S. House,Samuel Koepnick,71,2
Washoe,205,State House,Rodney Petzak,78,26
Washoe,205,President,Barack Obama,83,
Washoe,205,State House,Randy Kirner,102,26
Washoe,205,U.S. House,Mark Amodei,105,2
Washoe,205,President,Mitt Romney,106,
Washoe,205,U.S. Senate,Dean Heller,106,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Randy Kirner,0,26
Washoe,206,State House,Rodney Petzak,0,26
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Randy Kirner,0,26
Washoe,206,State House,Rodney Petzak,0,26
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Randy Kirner,0,26
Washoe,206,State House,Rodney Petzak,0,26
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Randy Kirner,0,26
Washoe,206,State House,Rodney Petzak,0,26
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Rich Dunn,0,40
Washoe,206,State House,Pete Livermore,0,40
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Rich Dunn,0,40
Washoe,206,State House,Pete Livermore,0,40
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Rich Dunn,0,40
Washoe,206,State House,Pete Livermore,0,40
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Rich Dunn,0,40
Washoe,206,State House,Pete Livermore,0,40
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Randy Kirner,0,26
Washoe,206,State House,Rodney Petzak,0,26
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,206,President,Virgil Goode,0,
Washoe,206,President,Gary Johnson,0,
Washoe,206,President,None Of These Candidates,0,
Washoe,206,President,Barack Obama,0,
Washoe,206,President,Mitt Romney,0,
Washoe,206,State House,Randy Kirner,0,26
Washoe,206,State House,Rodney Petzak,0,26
Washoe,206,U.S. House,Mark Amodei,0,2
Washoe,206,U.S. House,Russell Best,0,2
Washoe,206,U.S. House,Michael Haines,0,2
Washoe,206,U.S. House,Samuel Koepnick,0,2
Washoe,206,U.S. Senate,Shelley Berkley,0,
Washoe,206,U.S. Senate,Dean Heller,0,
Washoe,206,U.S. Senate,None Of These Candidates,0,
Washoe,206,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Rich Dunn,0,40
Washoe,207,State House,Pete Livermore,0,40
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Randy Kirner,0,26
Washoe,207,State House,Rodney Petzak,0,26
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Randy Kirner,0,26
Washoe,207,State House,Rodney Petzak,0,26
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Randy Kirner,0,26
Washoe,207,State House,Rodney Petzak,0,26
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,U.S. Senate,None Of These Candidates,1,
Washoe,207,U.S. House,Samuel Koepnick,8,2
Washoe,207,State House,Rodney Petzak,9,26
Washoe,207,U.S. Senate,Shelley Berkley,9,
Washoe,207,President,Barack Obama,12,
Washoe,207,President,Mitt Romney,14,
Washoe,207,State House,Randy Kirner,15,26
Washoe,207,U.S. Senate,Dean Heller,15,
Washoe,207,U.S. House,Mark Amodei,16,2
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Randy Kirner,0,26
Washoe,207,State House,Rodney Petzak,0,26
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Randy Kirner,0,26
Washoe,207,State House,Rodney Petzak,0,26
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Pat Hickey,0,25
Washoe,207,State Senate,Greg Brower,0,15
Washoe,207,State Senate,Sheila Leslie,0,15
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,207,President,Virgil Goode,0,
Washoe,207,President,Gary Johnson,0,
Washoe,207,President,None Of These Candidates,0,
Washoe,207,President,Barack Obama,0,
Washoe,207,President,Mitt Romney,0,
Washoe,207,State House,Randy Kirner,0,26
Washoe,207,State House,Rodney Petzak,0,26
Washoe,207,U.S. House,Mark Amodei,0,2
Washoe,207,U.S. House,Russell Best,0,2
Washoe,207,U.S. House,Michael Haines,0,2
Washoe,207,U.S. House,Samuel Koepnick,0,2
Washoe,207,U.S. Senate,Shelley Berkley,0,
Washoe,207,U.S. Senate,Dean Heller,0,
Washoe,207,U.S. Senate,None Of These Candidates,0,
Washoe,207,U.S. Senate,David Vanderbeek,0,
Washoe,208,President,Virgil Goode,2,
Washoe,208,President,None Of These Candidates,2,
Washoe,208,President,Gary Johnson,6,
Washoe,208,U.S. House,Russell Best,7,2
Washoe,208,U.S. House,Michael Haines,20,2
Washoe,208,U.S. Senate,None Of These Candidates,31,
Washoe,208,U.S. Senate,David Vanderbeek,33,
Washoe,208,U.S. Senate,Shelley Berkley,264,
Washoe,208,U.S. House,Samuel Koepnick,287,2
Washoe,208,State House,Rodney Petzak,315,26
Washoe,208,President,Barack Obama,357,
Washoe,208,President,Mitt Romney,366,
Washoe,208,State House,Randy Kirner,375,26
Washoe,208,U.S. House,Mark Amodei,385,2
Washoe,208,U.S. Senate,Dean Heller,398,
Washoe,300,President,Virgil Goode,1,
Washoe,300,President,Gary Johnson,4,
Washoe,300,President,None Of These Candidates,4,
Washoe,300,U.S. House,Russell Best,9,2
Washoe,300,U.S. Senate,None Of These Candidates,15,
Washoe,300,U.S. House,Michael Haines,20,2
Washoe,300,U.S. Senate,David Vanderbeek,33,
Washoe,300,State Senate,Kathy Martin,83,13
Washoe,300,U.S. Senate,Dean Heller,83,
Washoe,300,President,Mitt Romney,89,
Washoe,300,U.S. House,Mark Amodei,92,2
Washoe,300,State House,Heidi Waterman,103,24
Washoe,300,U.S. Senate,Shelley Berkley,180,
Washoe,300,U.S. House,Samuel Koepnick,182,2
Washoe,300,State House,David Bobzien,191,24
Washoe,300,State Senate,Debbie Smith,221,13
Washoe,300,President,Barack Obama,226,
Washoe,300,President,Virgil Goode,0,
Washoe,300,President,Gary Johnson,0,
Washoe,300,President,None Of These Candidates,0,
Washoe,300,President,Barack Obama,0,
Washoe,300,President,Mitt Romney,0,
Washoe,300,State House,Ken Lightfoot,0,30
Washoe,300,State House,Michael Sprinkle,0,30
Washoe,300,State Senate,Kathy Martin,0,13
Washoe,300,State Senate,Debbie Smith,0,13
Washoe,300,U.S. House,Mark Amodei,0,2
Washoe,300,U.S. House,Russell Best,0,2
Washoe,300,U.S. House,Michael Haines,0,2
Washoe,300,U.S. House,Samuel Koepnick,0,2
Washoe,300,U.S. Senate,Shelley Berkley,0,
Washoe,300,U.S. Senate,Dean Heller,0,
Washoe,300,U.S. Senate,None Of These Candidates,0,
Washoe,300,U.S. Senate,David Vanderbeek,0,
Washoe,300,President,Virgil Goode,0,
Washoe,300,President,Gary Johnson,0,
Washoe,300,President,None Of These Candidates,0,
