precinct,office,candidate,votes,jurisdiction
5585 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
5585 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5585 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5585 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5585 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5585 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5586 - County,United States Senator (Democratic),"Berkley, Shelley",34,Clark
5586 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5586 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5586 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5586 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5586 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5587 - County,United States Senator (Democratic),"Berkley, Shelley",64,Clark
5587 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5587 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5587 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5587 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5587 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5588 - County,United States Senator (Democratic),"Berkley, Shelley",6,Clark
5588 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5588 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5588 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5588 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5588 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5589 - County,United States Senator (Democratic),"Berkley, Shelley",14,Clark
5589 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5589 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5589 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5589 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5589 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5591 - County,United States Senator (Democratic),"Berkley, Shelley",35,Clark
5591 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5591 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5591 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5591 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5591 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5592 - County,United States Senator (Democratic),"Berkley, Shelley",51,Clark
5592 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5592 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5592 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5592 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5592 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5593 - County,United States Senator (Democratic),"Berkley, Shelley",57,Clark
5593 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5593 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5593 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5593 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5593 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5594 - County,United States Senator (Democratic),"Berkley, Shelley",70,Clark
5594 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5594 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5594 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5594 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5594 - County,United States Senator (Democratic),"Price, Nancy",7,Clark
5595 - County,United States Senator (Democratic),"Berkley, Shelley",35,Clark
5595 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5595 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5595 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5595 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5595 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5596 - County,United States Senator (Democratic),"Berkley, Shelley",53,Clark
5596 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
5596 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
5596 - County,United States Senator (Democratic),"Macias, Louis",5,Clark
5596 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5596 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
5597 - County,United States Senator (Democratic),"Berkley, Shelley",24,Clark
5597 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5597 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5597 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5597 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5597 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5598 - County,United States Senator (Democratic),"Berkley, Shelley",80,Clark
5598 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5598 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5598 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
5598 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5598 - County,United States Senator (Democratic),"Price, Nancy",9,Clark
5601 - County,United States Senator (Democratic),"Berkley, Shelley",118,Clark
5601 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5601 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5601 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5601 - County,United States Senator (Democratic),None Of These Candidates,5,Clark
5601 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5603 - County,United States Senator (Democratic),"Berkley, Shelley",74,Clark
5603 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5603 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5603 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5603 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5603 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5604 - County,United States Senator (Democratic),"Berkley, Shelley",116,Clark
5604 - County,United States Senator (Democratic),"Brown, Steve",7,Clark
5604 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5604 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5604 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5604 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5612 - County,United States Senator (Democratic),"Berkley, Shelley",12,Clark
5612 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5612 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5612 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5612 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5612 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5613 - County,United States Senator (Democratic),"Berkley, Shelley",27,Clark
5613 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5613 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5613 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5613 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5613 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5614 - County,United States Senator (Democratic),"Berkley, Shelley",11,Clark
5614 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5614 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5614 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5614 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5614 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5615 - County,United States Senator (Democratic),"Berkley, Shelley",33,Clark
5615 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
5615 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5615 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5615 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5615 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5616 - County,United States Senator (Democratic),"Berkley, Shelley",37,Clark
5616 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5616 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5616 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5616 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5616 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5617 - County,United States Senator (Democratic),"Berkley, Shelley",37,Clark
5617 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
5617 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5617 - County,United States Senator (Democratic),"Macias, Louis",6,Clark
5617 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5617 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5620 - County,United States Senator (Democratic),"Berkley, Shelley",64,Clark
5620 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5620 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5620 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5620 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5620 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5621 - County,United States Senator (Democratic),"Berkley, Shelley",28,Clark
5621 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5621 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5621 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5621 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5621 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5622 - County,United States Senator (Democratic),"Berkley, Shelley",26,Clark
5622 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5622 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5622 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5622 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5622 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
5623 - County,United States Senator (Democratic),"Berkley, Shelley",71,Clark
5623 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5623 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5623 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5623 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5623 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
5624 - County,United States Senator (Democratic),"Berkley, Shelley",34,Clark
5624 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5624 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5624 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5624 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5624 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5625 - County,United States Senator (Democratic),"Berkley, Shelley",42,Clark
5625 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
5625 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5625 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5625 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5625 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5631 - County,United States Senator (Democratic),"Berkley, Shelley",21,Clark
5631 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5631 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5631 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5631 - County,United States Senator (Democratic),None Of These Candidates,6,Clark
5631 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5632 - County,United States Senator (Democratic),"Berkley, Shelley",38,Clark
5632 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5632 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5632 - County,United States Senator (Democratic),"Macias, Louis",8,Clark
5632 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5632 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5633 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
5633 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5633 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
