county,precinct,office,district,candidate,votes
Churchill,4,U.S. House,2,H.D. Evans,139
Churchill,4,U.S. House,2,John Everhart,31
Churchill,4,U.S. House,2,Drew Knight,19
Churchill,4,U.S. Senate,,Catherine Cortez Masto,137
Churchill,4,U.S. Senate,,Tony Gumina,8
Churchill,4,U.S. Senate,,Joe Heck,316
Churchill,4,U.S. Senate,,Tom Jones,10
Churchill,4,U.S. Senate,,None Of These Candidates,26
Churchill,4,U.S. Senate,,Thomas Sawyer,17
Churchill,4,U.S. Senate,,Jarrod Williams,4
Churchill,5,President,,Darrell Castle,2
Churchill,5,President,,Hillary Clinton,115
Churchill,5,President,,Roque De La Fuente,4
Churchill,5,President,,Gary Johnson,19
Churchill,5,President,,None Of These Candidates,16
Churchill,5,President,,Donald Trump,276
Churchill,5,State House,38,Wendy Cochran,20
Churchill,5,State House,38,George Dini,103
Churchill,5,State House,38,Justin Smith,26
Churchill,5,State House,38,Robin Titus,269
Churchill,5,U.S. House,2,Mark Amodei,289
Churchill,5,U.S. House,2,H.D. Evans,98
Churchill,5,U.S. House,2,John Everhart,21
Churchill,5,U.S. House,2,Drew Knight,13
Churchill,5,U.S. Senate,,Catherine Cortez Masto,118
Churchill,5,U.S. Senate,,Tony Gumina,5
Churchill,5,U.S. Senate,,Joe Heck,255
Churchill,5,U.S. Senate,,Tom Jones,15
Churchill,5,U.S. Senate,,None Of These Candidates,23
Churchill,5,U.S. Senate,,Thomas Sawyer,9
Churchill,5,U.S. Senate,,Jarrod Williams,3
Churchill,6,President,,Darrell Castle,1
Churchill,6,President,,Hillary Clinton,101
Churchill,6,President,,Roque De La Fuente,1
Churchill,6,President,,Gary Johnson,30
Churchill,6,President,,None Of These Candidates,11
Churchill,6,President,,Donald Trump,318
Churchill,6,State House,38,Wendy Cochran,19
Churchill,6,State House,38,George Dini,109
Churchill,6,State House,38,Justin Smith,19
Churchill,6,State House,38,Robin Titus,300
Churchill,6,U.S. House,2,Mark Amodei,319
Churchill,6,U.S. House,2,H.D. Evans,96
Churchill,6,U.S. House,2,John Everhart,20
Churchill,6,U.S. House,2,Drew Knight,13
Churchill,6,U.S. Senate,,Catherine Cortez Masto,114
Churchill,6,U.S. Senate,,Tony Gumina,4
Churchill,6,U.S. Senate,,Joe Heck,315
Churchill,6,U.S. Senate,,Tom Jones,8
Churchill,6,U.S. Senate,,None Of These Candidates,9
Churchill,6,U.S. Senate,,Thomas Sawyer,7
Churchill,6,U.S. Senate,,Jarrod Williams,2
Churchill,7,President,,Darrell Castle,2
Churchill,7,President,,Hillary Clinton,120
Churchill,7,President,,Roque De La Fuente,2
Churchill,7,President,,Gary Johnson,16
Churchill,7,President,,None Of These Candidates,23
Churchill,7,President,,Donald Trump,510
Churchill,7,State House,38,Wendy Cochran,13
Churchill,7,State House,38,George Dini,105
Churchill,7,State House,38,Justin Smith,18
Churchill,7,State House,38,Robin Titus,516
Churchill,7,U.S. House,2,Mark Amodei,535
Churchill,7,U.S. House,2,H.D. Evans,97
Churchill,7,U.S. House,2,John Everhart,11
Churchill,7,U.S. House,2,Drew Knight,14
Churchill,7,U.S. Senate,,Catherine Cortez Masto,111
Churchill,7,U.S. Senate,,Tony Gumina,10
Churchill,7,U.S. Senate,,Joe Heck,507
Churchill,7,U.S. Senate,,Tom Jones,11
Churchill,7,U.S. Senate,,None Of These Candidates,20
Churchill,7,U.S. Senate,,Thomas Sawyer,11
Churchill,7,U.S. Senate,,Jarrod Williams,2
Churchill,8,President,,Darrell Castle,4
Churchill,8,President,,Hillary Clinton,78
Churchill,8,President,,Roque De La Fuente,2
Churchill,8,President,,Gary Johnson,20
Churchill,8,President,,None Of These Candidates,8
Churchill,8,President,,Donald Trump,245
Churchill,8,State House,38,Wendy Cochran,12
Churchill,8,State House,38,George Dini,67
Churchill,8,State House,38,Justin Smith,16
Churchill,8,State House,38,Robin Titus,246
Churchill,8,U.S. House,2,Mark Amodei,254
Churchill,8,U.S. House,2,H.D. Evans,66
Churchill,8,U.S. House,2,John Everhart,15
Churchill,8,U.S. House,2,Drew Knight,8
Churchill,8,U.S. Senate,,Catherine Cortez Masto,78
Churchill,8,U.S. Senate,,Tony Gumina,2
Churchill,8,U.S. Senate,,Joe Heck,233
Churchill,8,U.S. Senate,,Tom Jones,12
Churchill,8,U.S. Senate,,None Of These Candidates,18
Churchill,8,U.S. Senate,,Thomas Sawyer,9
Churchill,8,U.S. Senate,,Jarrod Williams,3
Churchill,9,President,,Darrell Castle,10
Churchill,9,President,,Hillary Clinton,86
Churchill,9,President,,Roque De La Fuente,0
Churchill,9,President,,Gary Johnson,10
Churchill,9,President,,None Of These Candidates,16
Churchill,9,President,,Donald Trump,282
Churchill,9,State House,38,Wendy Cochran,12
Churchill,9,State House,38,George Dini,62
Churchill,9,State House,38,Justin Smith,21
Churchill,9,State House,38,Robin Titus,305
Churchill,9,U.S. House,2,Mark Amodei,304
Churchill,9,U.S. House,2,H.D. Evans,68
Churchill,9,U.S. House,2,John Everhart,16
Churchill,9,U.S. House,2,Drew Knight,12
Churchill,9,U.S. Senate,,Catherine Cortez Masto,77
Churchill,9,U.S. Senate,,Tony Gumina,1
Churchill,9,U.S. Senate,,Joe Heck,298
Churchill,9,U.S. Senate,,Tom Jones,6
Churchill,9,U.S. Senate,,None Of These Candidates,14
Churchill,9,U.S. Senate,,Thomas Sawyer,8
Churchill,9,U.S. Senate,,Jarrod Williams,0
Churchill,10,President,,Darrell Castle,4
Churchill,10,President,,Hillary Clinton,138
Churchill,10,President,,Roque De La Fuente,1
Churchill,10,President,,Gary Johnson,32
Churchill,10,President,,None Of These Candidates,24
Churchill,10,President,,Donald Trump,594
Churchill,10,State House,38,Wendy Cochran,21
Churchill,10,State House,38,George Dini,130
Churchill,10,State House,38,Justin Smith,27
Churchill,10,State House,38,Robin Titus,590
Churchill,10,U.S. House,2,Mark Amodei,619
Churchill,10,U.S. House,2,H.D. Evans,119
Churchill,10,U.S. House,2,John Everhart,22
Churchill,10,U.S. House,2,Drew Knight,18
Churchill,10,U.S. Senate,,Catherine Cortez Masto,136
Churchill,10,U.S. Senate,,Tony Gumina,0
Churchill,10,U.S. Senate,,Joe Heck,606
Churchill,10,U.S. Senate,,Tom Jones,9
Churchill,10,U.S. Senate,,None Of These Candidates,26
Churchill,10,U.S. Senate,,Thomas Sawyer,13
Churchill,10,U.S. Senate,,Jarrod Williams,2
Churchill,11,President,,Darrell Castle,9
Churchill,11,President,,Hillary Clinton,140
Churchill,11,President,,Roque De La Fuente,1
Churchill,11,President,,Gary Johnson,37
Churchill,11,President,,None Of These Candidates,23
Churchill,11,President,,Donald Trump,605
Churchill,11,State House,38,Wendy Cochran,31
Churchill,11,State House,38,George Dini,136
Churchill,11,State House,38,Justin Smith,28
Churchill,11,State House,38,Robin Titus,595
Churchill,11,U.S. House,2,Mark Amodei,629
Churchill,11,U.S. House,2,H.D. Evans,124
Churchill,11,U.S. House,2,John Everhart,28
Churchill,11,U.S. House,2,Drew Knight,18
Churchill,11,U.S. Senate,,Catherine Cortez Masto,141
Churchill,11,U.S. Senate,,Tony Gumina,4
Churchill,11,U.S. Senate,,Joe Heck,606
Churchill,11,U.S. Senate,,Tom Jones,16
Churchill,11,U.S. Senate,,None Of These Candidates,28
Churchill,11,U.S. Senate,,Thomas Sawyer,10
Churchill,11,U.S. Senate,,Jarrod Williams,4
Churchill,12,President,,Darrell Castle,4
Churchill,12,President,,Hillary Clinton,52
Churchill,12,President,,Roque De La Fuente,1
Churchill,12,President,,Gary Johnson,13
Churchill,12,President,,None Of These Candidates,8
Churchill,12,President,,Donald Trump,216
Churchill,12,State House,38,Wendy Cochran,14
Churchill,12,State House,38,George Dini,44
Churchill,12,State House,38,Justin Smith,16
Churchill,12,State House,38,Robin Titus,212
Churchill,12,U.S. House,2,Mark Amodei,224
Churchill,12,U.S. House,2,H.D. Evans,43
Churchill,12,U.S. House,2,John Everhart,14
Churchill,12,U.S. House,2,Drew Knight,5
Churchill,12,U.S. Senate,,Catherine Cortez Masto,51
Churchill,12,U.S. Senate,,Tony Gumina,1
Churchill,12,U.S. Senate,,Joe Heck,214
Churchill,12,U.S. Senate,,Tom Jones,10
Churchill,12,U.S. Senate,,None Of These Candidates,10
Churchill,12,U.S. Senate,,Thomas Sawyer,7
Churchill,12,U.S. Senate,,Jarrod Williams,1
Churchill,13,President,,Darrell Castle,3
Churchill,13,President,,Hillary Clinton,52
Churchill,13,President,,Roque De La Fuente,2
Churchill,13,President,,Gary Johnson,15
Churchill,13,President,,None Of These Candidates,4
Churchill,13,President,,Donald Trump,355
Churchill,13,State House,38,Wendy Cochran,6
Churchill,13,State House,38,George Dini,62
Churchill,13,State House,38,Justin Smith,14
Churchill,13,State House,38,Robin Titus,342
Churchill,13,U.S. House,2,Mark Amodei,355
Churchill,13,U.S. House,2,H.D. Evans,58
Churchill,13,U.S. House,2,John Everhart,13
Churchill,13,U.S. House,2,Drew Knight,0
Churchill,13,U.S. Senate,,Catherine Cortez Masto,60
Churchill,13,U.S. Senate,,Tony Gumina,3
Churchill,13,U.S. Senate,,Joe Heck,349
Churchill,13,U.S. Senate,,Tom Jones,5
Churchill,13,U.S. Senate,,None Of These Candidates,7
Churchill,13,U.S. Senate,,Thomas Sawyer,5
Churchill,13,U.S. Senate,,Jarrod Williams,1
Churchill,14,President,,Darrell Castle,7
Churchill,14,President,,Hillary Clinton,88
Churchill,14,President,,Roque De La Fuente,1
Churchill,14,President,,Gary Johnson,18
Churchill,14,President,,None Of These Candidates,15
Churchill,14,President,,Donald Trump,414
Churchill,14,State House,38,Wendy Cochran,10
Churchill,14,State House,38,George Dini,82
Churchill,14,State House,38,Justin Smith,24
Churchill,14,State House,38,Robin Titus,418
Churchill,14,U.S. House,2,Mark Amodei,420
Churchill,14,U.S. House,2,H.D. Evans,83
Churchill,14,U.S. House,2,John Everhart,19
Churchill,14,U.S. House,2,Drew Knight,8
Churchill,14,U.S. Senate,,Catherine Cortez Masto,91
Churchill,14,U.S. Senate,,Tony Gumina,3
Churchill,14,U.S. Senate,,Joe Heck,400
Churchill,14,U.S. Senate,,Tom Jones,20
Churchill,14,U.S. Senate,,None Of These Candidates,18
Churchill,14,U.S. Senate,,Thomas Sawyer,7
Churchill,14,U.S. Senate,,Jarrod Williams,1
Churchill,15,President,,Darrell Castle,3
Churchill,15,President,,Hillary Clinton,91
Churchill,15,President,,Roque De La Fuente,1
Churchill,15,President,,Gary Johnson,21
Churchill,15,President,,None Of These Candidates,26
Churchill,15,President,,Donald Trump,479
Churchill,15,State House,38,Wendy Cochran,20
Churchill,15,State House,38,George Dini,86
Churchill,15,State House,38,Justin Smith,23
Churchill,15,State House,38,Robin Titus,474
Churchill,15,U.S. House,2,Mark Amodei,502
Churchill,15,U.S. House,2,H.D. Evans,81
Churchill,15,U.S. House,2,John Everhart,14
Churchill,15,U.S. House,2,Drew Knight,13
Churchill,15,U.S. Senate,,Catherine Cortez Masto,99
Churchill,15,U.S. Senate,,Tony Gumina,3
Churchill,15,U.S. Senate,,Joe Heck,482
Churchill,15,U.S. Senate,,Tom Jones,11
Churchill,15,U.S. Senate,,None Of These Candidates,15
Churchill,15,U.S. Senate,,Thomas Sawyer,9
Churchill,15,U.S. Senate,,Jarrod Williams,3
Churchill,16,President,,Darrell Castle,6
Churchill,16,President,,Hillary Clinton,128
Churchill,16,President,,Roque De La Fuente,1
Churchill,16,President,,Gary Johnson,16
Churchill,16,President,,None Of These Candidates,22
Churchill,16,President,,Donald Trump,242
Churchill,16,State House,38,Wendy Cochran,22
Churchill,16,State House,38,George Dini,133
Churchill,16,State House,38,Justin Smith,17
Churchill,16,State House,38,Robin Titus,233
Churchill,16,U.S. House,2,Mark Amodei,261
Churchill,16,U.S. House,2,H.D. Evans,120
Churchill,16,U.S. House,2,John Everhart,10
Churchill,16,U.S. House,2,Drew Knight,15
Churchill,16,U.S. Senate,,Catherine Cortez Masto,137
Churchill,16,U.S. Senate,,Tony Gumina,1
Churchill,16,U.S. Senate,,Joe Heck,235
Churchill,16,U.S. Senate,,Tom Jones,10
Churchill,16,U.S. Senate,,None Of These Candidates,17
Churchill,16,U.S. Senate,,Thomas Sawyer,6
Churchill,16,U.S. Senate,,Jarrod Williams,6
Churchill,17,President,,Darrell Castle,11
Churchill,17,President,,Hillary Clinton,148
Churchill,17,President,,Roque De La Fuente,1
Churchill,17,President,,Gary Johnson,37
Churchill,17,President,,None Of These Candidates,26
Churchill,17,President,,Donald Trump,688
Churchill,17,State House,38,Wendy Cochran,39
Churchill,17,State House,38,George Dini,147
Churchill,17,State House,38,Justin Smith,51
Churchill,17,State House,38,Robin Titus,643
Churchill,17,U.S. House,2,Mark Amodei,670
Churchill,17,U.S. House,2,H.D. Evans,157
Churchill,17,U.S. House,2,John Everhart,40
Churchill,17,U.S. House,2,Drew Knight,21
Churchill,17,U.S. Senate,,Catherine Cortez Masto,171
Churchill,17,U.S. Senate,,Tony Gumina,12
Churchill,17,U.S. Senate,,Joe Heck,648
Churchill,17,U.S. Senate,,Tom Jones,23
Churchill,17,U.S. Senate,,None Of These Candidates,26
Churchill,17,U.S. Senate,,Thomas Sawyer,24
Churchill,17,U.S. Senate,,Jarrod Williams,5
Churchill,18,President,,Darrell Castle,1
Churchill,18,President,,Hillary Clinton,208
Churchill,18,President,,Roque De La Fuente,2
Churchill,18,President,,Gary Johnson,31
Churchill,18,President,,None Of These Candidates,23
Churchill,18,President,,Donald Trump,736
Churchill,18,State House,38,Wendy Cochran,33
Churchill,18,State House,38,George Dini,191
Churchill,18,State House,38,Justin Smith,37
Churchill,18,State House,38,Robin Titus,702
Churchill,18,U.S. House,2,Mark Amodei,759
Churchill,18,U.S. House,2,H.D. Evans,168
Churchill,18,U.S. House,2,John Everhart,27
Churchill,18,U.S. House,2,Drew Knight,21
Churchill,18,U.S. Senate,,Catherine Cortez Masto,204
Churchill,18,U.S. Senate,,Tony Gumina,5
Churchill,18,U.S. Senate,,Joe Heck,718
Churchill,18,U.S. Senate,,Tom Jones,27
Churchill,18,U.S. Senate,,None Of These Candidates,21
Churchill,18,U.S. Senate,,Thomas Sawyer,14
Churchill,18,U.S. Senate,,Jarrod Williams,10
Churchill,19,President,,Darrell Castle,11
Churchill,19,President,,Hillary Clinton,93
Churchill,19,President,,Roque De La Fuente,0
Churchill,19,President,,Gary Johnson,12
Churchill,19,President,,None Of These Candidates,9
Churchill,19,President,,Donald Trump,391
Churchill,19,State House,38,Wendy Cochran,18
Churchill,19,State House,38,George Dini,96
Churchill,19,State House,38,Justin Smith,14
Churchill,19,State House,38,Robin Titus,377
Churchill,19,U.S. House,2,Mark Amodei,399
Churchill,19,U.S. House,2,H.D. Evans,82
Churchill,19,U.S. House,2,John Everhart,19
Churchill,19,U.S. House,2,Drew Knight,8
Churchill,19,U.S. Senate,,Catherine Cortez Masto,99
Churchill,19,U.S. Senate,,Tony Gumina,3
Churchill,19,U.S. Senate,,Joe Heck,381
Churchill,19,U.S. Senate,,Tom Jones,13
Churchill,19,U.S. Senate,,None Of These Candidates,9
Churchill,19,U.S. Senate,,Thomas Sawyer,9
Churchill,19,U.S. Senate,,Jarrod Williams,2
Churchill,88,President,,Darrell Castle,0
Churchill,88,President,,Hillary Clinton,0
Churchill,88,President,,Roque De La Fuente,0
Churchill,88,President,,Gary Johnson,0
Churchill,88,President,,None Of These Candidates,0
Churchill,88,President,,Donald Trump,0
Churchill,99,President,,Darrell Castle,0
Churchill,99,President,,Hillary Clinton,0
Churchill,99,President,,Roque De La Fuente,0
Churchill,99,President,,Gary Johnson,0
Churchill,99,President,,None Of These Candidates,0
Churchill,99,President,,Donald Trump,0
Churchill,99,U.S. House,2,Mark Amodei,0
Churchill,99,U.S. House,2,H.D. Evans,0
Churchill,99,U.S. House,2,John Everhart,0
Churchill,99,U.S. House,2,Drew Knight,0
Churchill,99,U.S. Senate,,Catherine Cortez Masto,0
Churchill,99,U.S. Senate,,Tony Gumina,0
Churchill,99,U.S. Senate,,Joe Heck,0
Churchill,99,U.S. Senate,,Tom Jones,0
Churchill,99,U.S. Senate,,None Of These Candidates,0
Churchill,99,U.S. Senate,,Thomas Sawyer,0
Churchill,99,U.S. Senate,,Jarrod Williams,0
Clark,103,President,,Darrell Castle,0
Clark,103,President,,Hillary Clinton,151
Clark,103,President,,Roque De La Fuente,0
Clark,103,President,,Gary Johnson,2
Clark,103,President,,None Of These Candidates,5
Clark,103,President,,Donald Trump,199
Clark,103,State House,8,Jason Frierson,142
Clark,103,State House,8,John Moore,9
Clark,103,State House,8,Norm Ross,188
Clark,103,State Senate,11,Lesley Chan,13
Clark,103,State Senate,11,Aaron Ford,132
Clark,103,State Senate,11,Jon Frazier,195
Clark,103,U.S. House,1,Kamau Bakari,3
Clark,103,U.S. House,1,Reuben D'Silva,9
Clark,103,U.S. House,1,Mary Perry,186
Clark,103,U.S. House,1,Dina Titus,148
Clark,103,U.S. Senate,,Catherine Cortez Masto,139
Clark,103,U.S. Senate,,Tony Gumina,2
Clark,103,U.S. Senate,,Joe Heck,198
Clark,103,U.S. Senate,,Tom Jones,3
Clark,103,U.S. Senate,,None Of These Candidates,9
Clark,103,U.S. Senate,,Thomas Sawyer,2
Clark,103,U.S. Senate,,Jarrod Williams,1
Clark,103,President,,Darrell Castle,0
Clark,103,President,,Hillary Clinton,293
Clark,103,President,,Roque De La Fuente,1
Clark,103,President,,Gary Johnson,11
Clark,103,President,,None Of These Candidates,23
Clark,103,President,,Donald Trump,557
Clark,103,State House,8,Jason Frierson,260
Clark,103,State House,8,John Moore,48
Clark,103,State House,8,Norm Ross,511
Clark,103,State Senate,11,Lesley Chan,22
Clark,103,State Senate,11,Aaron Ford,261
Clark,103,State Senate,11,Jon Frazier,540
Clark,103,U.S. House,1,Kamau Bakari,3
Clark,103,U.S. House,1,Reuben D'Silva,18
Clark,103,U.S. House,1,Mary Perry,520
