jurisdiction,precinct,office,party,candidate,votes
Clark,4512,President,Democratic,Uncommitted,0
Clark,4513,President,Democratic,Uncommitted,0
Clark,4514,President,Democratic,Uncommitted,0
Clark,4522,President,Democratic,Uncommitted,0
Clark,4523,President,Democratic,Uncommitted,0
Clark,4525,President,Democratic,Uncommitted,0
Clark,4526,President,Democratic,Uncommitted,0
Clark,4527,President,Democratic,Uncommitted,0
Clark,4528,President,Democratic,Uncommitted,0
Clark,4529,President,Democratic,Uncommitted,0
Clark,4530,President,Democratic,Uncommitted,0
Clark,4531,President,Democratic,Uncommitted,0
Clark,4532,President,Democratic,Uncommitted,0
Clark,4535,President,Democratic,Uncommitted,0
Clark,4536,President,Democratic,Uncommitted,0
Clark,4540,President,Democratic,Uncommitted,0
Clark,4541,President,Democratic,Uncommitted,0
Clark,4543,President,Democratic,Uncommitted,0
Clark,4546,President,Democratic,Uncommitted,0
Clark,4547,President,Democratic,Uncommitted,0
Clark,4548,President,Democratic,Uncommitted,0
Clark,4549,President,Democratic,Uncommitted,0
Clark,4550,President,Democratic,Uncommitted,0
Clark,4551,President,Democratic,Uncommitted,0
Clark,4552,President,Democratic,Uncommitted,0
Clark,4553,President,Democratic,Uncommitted,0
Clark,4554,President,Democratic,Uncommitted,0
Clark,4555,President,Democratic,Uncommitted,0
Clark,4556,President,Democratic,Uncommitted,0
Clark,4557,President,Democratic,Uncommitted,0
Clark,4559,President,Democratic,Uncommitted,0
Clark,4560,President,Democratic,Uncommitted,0
Clark,4561,President,Democratic,Uncommitted,0
Clark,4562,President,Democratic,Uncommitted,0
Clark,4563,President,Democratic,Uncommitted,0
Clark,4564,President,Democratic,Uncommitted,0
Clark,4565,President,Democratic,Uncommitted,0
Clark,4566,President,Democratic,Uncommitted,0
Clark,4567,President,Democratic,Uncommitted,0
Clark,4568,President,Democratic,Uncommitted,0
Clark,4569,President,Democratic,Uncommitted,0
Clark,4571,President,Democratic,Uncommitted,0
Clark,4573,President,Democratic,Uncommitted,0
Clark,4577,President,Democratic,Uncommitted,0
Clark,4581,President,Democratic,Uncommitted,0
Clark,4582,President,Democratic,Uncommitted,0
Clark,4583,President,Democratic,Uncommitted,0
Clark,4584,President,Democratic,Uncommitted,0
Clark,4585,President,Democratic,Uncommitted,0
Clark,4586,President,Democratic,Uncommitted,0
Clark,4590,President,Democratic,Uncommitted,0
Clark,4591,President,Democratic,Uncommitted,0
Clark,4592,President,Democratic,Uncommitted,0
Clark,4593,President,Democratic,Uncommitted,0
Clark,4594,President,Democratic,Uncommitted,0
Clark,4596,President,Democratic,Uncommitted,0
Clark,4597,President,Democratic,Uncommitted,0
Clark,4598,President,Democratic,Uncommitted,0
Clark,4599,President,Democratic,Uncommitted,0
Clark,4601,President,Democratic,Uncommitted,0
Clark,4602,President,Democratic,Uncommitted,0
Clark,4603,President,Democratic,Uncommitted,0
Clark,4604,President,Democratic,Uncommitted,0
Clark,4605,President,Democratic,Uncommitted,0
Clark,4606,President,Democratic,Uncommitted,0
Clark,4611,President,Democratic,Uncommitted,0
Clark,4612,President,Democratic,Uncommitted,0
Clark,4614,President,Democratic,Uncommitted,0
Clark,4616,President,Democratic,Uncommitted,0
Clark,4621,President,Democratic,Uncommitted,0
Clark,4623,President,Democratic,Uncommitted,0
Clark,4633,President,Democratic,Uncommitted,0
Clark,4634,President,Democratic,Uncommitted,0
Clark,4635,President,Democratic,Uncommitted,0
Clark,4636,President,Democratic,Uncommitted,0
Clark,4641,President,Democratic,Uncommitted,0
Clark,4642,President,Democratic,Uncommitted,0
Clark,4643,President,Democratic,Uncommitted,0
Clark,4650,President,Democratic,Uncommitted,0
Clark,4652,President,Democratic,Uncommitted,0
Clark,5003,President,Democratic,Uncommitted,0
Clark,5029,President,Democratic,Uncommitted,0
Clark,5034,President,Democratic,Uncommitted,0
Clark,5036,President,Democratic,Uncommitted,0
Clark,5047,President,Democratic,Uncommitted,0
Clark,5056,President,Democratic,Uncommitted,0
Clark,5323,President,Democratic,Uncommitted,0
Clark,5324,President,Democratic,Uncommitted,0
Clark,5326,President,Democratic,Uncommitted,0
Clark,5330,President,Democratic,Uncommitted,0
Clark,5332,President,Democratic,Uncommitted,0
Clark,5333,President,Democratic,Uncommitted,0
Clark,5350,President,Democratic,Uncommitted,0
Clark,5356,President,Democratic,Uncommitted,0
Clark,5372,President,Democratic,Uncommitted,0
Clark,5384,President,Democratic,Uncommitted,0
Clark,5390,President,Democratic,Uncommitted,0
Clark,5393,President,Democratic,Uncommitted,0
Clark,5394,President,Democratic,Uncommitted,0
Clark,5395,President,Democratic,Uncommitted,0
Clark,5396,President,Democratic,Uncommitted,0
Clark,5397,President,Democratic,Uncommitted,0
Clark,5400,President,Democratic,Uncommitted,0
Clark,5403,President,Democratic,Uncommitted,0
Clark,5404,President,Democratic,Uncommitted,0
Clark,5405,President,Democratic,Uncommitted,0
Clark,5410,President,Democratic,Uncommitted,0
Clark,5412,President,Democratic,Uncommitted,0
Clark,5413,President,Democratic,Uncommitted,0
Clark,5417,President,Democratic,Uncommitted,0
Clark,5425,President,Democratic,Uncommitted,0
Clark,5430,President,Democratic,Uncommitted,0
Clark,5501,President,Democratic,Uncommitted,0
Clark,5504,President,Democratic,Uncommitted,0
Clark,5505,President,Democratic,Uncommitted,0
Clark,5511,President,Democratic,Uncommitted,0
Clark,5512,President,Democratic,Uncommitted,0
Clark,5513,President,Democratic,Uncommitted,0
Clark,5515,President,Democratic,Uncommitted,0
Clark,5521,President,Democratic,Uncommitted,0
Clark,5522,President,Democratic,Uncommitted,0
Clark,5523,President,Democratic,Uncommitted,0
Clark,5524,President,Democratic,Uncommitted,0
Clark,5525,President,Democratic,Uncommitted,0
Clark,5531,President,Democratic,Uncommitted,0
Clark,5532,President,Democratic,Uncommitted,0
Clark,5533,President,Democratic,Uncommitted,0
Clark,5534,President,Democratic,Uncommitted,0
Clark,5535,President,Democratic,Uncommitted,0
Clark,5536,President,Democratic,Uncommitted,0
Clark,5537,President,Democratic,Uncommitted,0
Clark,5541,President,Democratic,Uncommitted,0
Clark,5542,President,Democratic,Uncommitted,0
Clark,5543,President,Democratic,Uncommitted,0
Clark,5544,President,Democratic,Uncommitted,0
Clark,5545,President,Democratic,Uncommitted,0
Clark,5552,President,Democratic,Uncommitted,0
Clark,5553,President,Democratic,Uncommitted,0
Clark,5554,President,Democratic,Uncommitted,0
Clark,5555,President,Democratic,Uncommitted,0
Clark,5560,President,Democratic,Uncommitted,0
Clark,5562,President,Democratic,Uncommitted,0
Clark,5564,President,Democratic,Uncommitted,0
Clark,5565,President,Democratic,Uncommitted,0
Clark,5566,President,Democratic,Uncommitted,0
Clark,5567,President,Democratic,Uncommitted,0
Clark,5568,President,Democratic,Uncommitted,0
Clark,5569,President,Democratic,Uncommitted,0
Clark,5570,President,Democratic,Uncommitted,0
Clark,5571,President,Democratic,Uncommitted,0
Clark,5572,President,Democratic,Uncommitted,0
Clark,5573,President,Democratic,Uncommitted,0
Clark,5574,President,Democratic,Uncommitted,0
Clark,5575,President,Democratic,Uncommitted,0
Clark,5576,President,Democratic,Uncommitted,0
Clark,5577,President,Democratic,Uncommitted,0
Clark,5578,President,Democratic,Uncommitted,0
Clark,5579,President,Democratic,Uncommitted,0
Clark,5580,President,Democratic,Uncommitted,0
Clark,5581,President,Democratic,Uncommitted,0
Clark,5582,President,Democratic,Uncommitted,0
Clark,5583,President,Democratic,Uncommitted,0
Clark,5584,President,Democratic,Uncommitted,0
Clark,5585,President,Democratic,Uncommitted,0
Clark,5586,President,Democratic,Uncommitted,0
Clark,5587,President,Democratic,Uncommitted,0
Clark,5588,President,Democratic,Uncommitted,0
Clark,5589,President,Democratic,Uncommitted,0
Clark,5591,President,Democratic,Uncommitted,0
Clark,5592,President,Democratic,Uncommitted,0
Clark,5593,President,Democratic,Uncommitted,0
Clark,5594,President,Democratic,Uncommitted,0
Clark,5595,President,Democratic,Uncommitted,0
Clark,5596,President,Democratic,Uncommitted,0
Clark,5597,President,Democratic,Uncommitted,0
Clark,5598,President,Democratic,Uncommitted,0
Clark,5601,President,Democratic,Uncommitted,0
Clark,5603,President,Democratic,Uncommitted,0
Clark,5604,President,Democratic,Uncommitted,0
Clark,5612,President,Democratic,Uncommitted,0
Clark,5613,President,Democratic,Uncommitted,0
Clark,5614,President,Democratic,Uncommitted,0
Clark,5615,President,Democratic,Uncommitted,0
Clark,5616,President,Democratic,Uncommitted,0
Clark,5617,President,Democratic,Uncommitted,0
Clark,5620,President,Democratic,Uncommitted,0
Clark,5621,President,Democratic,Uncommitted,0
Clark,5622,President,Democratic,Uncommitted,0
Clark,5623,President,Democratic,Uncommitted,0
Clark,5624,President,Democratic,Uncommitted,0
Clark,5625,President,Democratic,Uncommitted,0
Clark,5631,President,Democratic,Uncommitted,0
Clark,5632,President,Democratic,Uncommitted,0
Clark,5633,President,Democratic,Uncommitted,0
Clark,5634,President,Democratic,Uncommitted,0
Clark,5635,President,Democratic,Uncommitted,0
Clark,5636,President,Democratic,Uncommitted,0
Clark,5641,President,Democratic,Uncommitted,0
Clark,5642,President,Democratic,Uncommitted,0
Clark,5651,President,Democratic,Uncommitted,0
Clark,5652,President,Democratic,Uncommitted,0
Clark,5653,President,Democratic,Uncommitted,0
Clark,5654,President,Democratic,Uncommitted,0
Clark,6040,President,Democratic,Uncommitted,0
Clark,6057,President,Democratic,Uncommitted,0
Clark,6062,President,Democratic,Uncommitted,0
Clark,6066,President,Democratic,Uncommitted,0
Clark,6109,President,Democratic,Uncommitted,0
Clark,6362,President,Democratic,Uncommitted,0
Clark,6424,President,Democratic,Uncommitted,0
Clark,6431,President,Democratic,Uncommitted,0
Clark,6434,President,Democratic,Uncommitted,0
Clark,6440,President,Democratic,Uncommitted,0
Clark,6463,President,Democratic,Uncommitted,0
Clark,6469,President,Democratic,Uncommitted,0
Clark,6470,President,Democratic,Uncommitted,0
Clark,6471,President,Democratic,Uncommitted,0
Clark,6475,President,Democratic,Uncommitted,0
Clark,6477,President,Democratic,Uncommitted,0
Clark,6484,President,Democratic,Uncommitted,0
Clark,6486,President,Democratic,Uncommitted,0
Clark,6487,President,Democratic,Uncommitted,0
Clark,6488,President,Democratic,Uncommitted,0
Clark,6490,President,Democratic,Uncommitted,0
Clark,6492,President,Democratic,Uncommitted,0
Clark,6493,President,Democratic,Uncommitted,0
Clark,6494,President,Democratic,Uncommitted,0
Clark,6497,President,Democratic,Uncommitted,0
Clark,6498,President,Democratic,Uncommitted,0
Clark,6499,President,Democratic,Uncommitted,0
Clark,6500,President,Democratic,Uncommitted,0
Clark,6512,President,Democratic,Uncommitted,0
Clark,6513,President,Democratic,Uncommitted,0
Clark,6514,President,Democratic,Uncommitted,0
Clark,6515,President,Democratic,Uncommitted,0
Clark,6517,President,Democratic,Uncommitted,0
Clark,6520,President,Democratic,Uncommitted,0
Clark,6521,President,Democratic,Uncommitted,0
Clark,6522,President,Democratic,Uncommitted,0
Clark,6526,President,Democratic,Uncommitted,0
Clark,6527,President,Democratic,Uncommitted,0
Clark,6530,President,Democratic,Uncommitted,0
Clark,6531,President,Democratic,Uncommitted,0
Clark,6533,President,Democratic,Uncommitted,0
Clark,6538,President,Democratic,Uncommitted,0
Clark,6539,President,Democratic,Uncommitted,0
Clark,6540,President,Democratic,Uncommitted,0
Clark,6544,President,Democratic,Uncommitted,0
Clark,6545,President,Democratic,Uncommitted,0
Clark,6547,President,Democratic,Uncommitted,0
Clark,6548,President,Democratic,Uncommitted,0
Clark,6549,President,Democratic,Uncommitted,0
Clark,6601,President,Democratic,Uncommitted,0
Clark,6602,President,Democratic,Uncommitted,0
Clark,6604,President,Democratic,Uncommitted,0
Clark,6605,President,Democratic,Uncommitted,0
Clark,6606,President,Democratic,Uncommitted,0
Clark,6607,President,Democratic,Uncommitted,0
Clark,6608,President,Democratic,Uncommitted,0
Clark,6609,President,Democratic,Uncommitted,0
Clark,6610,President,Democratic,Uncommitted,0
Clark,6611,President,Democratic,Uncommitted,0
Clark,6612,President,Democratic,Uncommitted,0
Clark,6613,President,Democratic,Uncommitted,0
Clark,6614,President,Democratic,Uncommitted,0
Clark,6615,President,Democratic,Uncommitted,0
Clark,6621,President,Democratic,Uncommitted,0
Clark,6622,President,Democratic,Uncommitted,0
Clark,6625,President,Democratic,Uncommitted,0
Clark,6631,President,Democratic,Uncommitted,0
Clark,6632,President,Democratic,Uncommitted,0
Clark,6633,President,Democratic,Uncommitted,0
Clark,6634,President,Democratic,Uncommitted,0
Clark,6635,President,Democratic,Uncommitted,0
Clark,6642,President,Democratic,Uncommitted,0
Clark,6643,President,Democratic,Uncommitted,0
Clark,6644,President,Democratic,Uncommitted,0
Clark,6645,President,Democratic,Uncommitted,0
Clark,6648,President,Democratic,Uncommitted,0
Clark,6649,President,Democratic,Uncommitted,0
Clark,6651,President,Democratic,Uncommitted,0
Clark,6652,President,Democratic,Uncommitted,0
Clark,6653,President,Democratic,Uncommitted,0
Clark,6654,President,Democratic,Uncommitted,0
Clark,6655,President,Democratic,Uncommitted,0
Clark,6656,President,Democratic,Uncommitted,0
Clark,6657,President,Democratic,Uncommitted,0
Clark,6658,President,Democratic,Uncommitted,0
Clark,6661,President,Democratic,Uncommitted,0
Clark,6662,President,Democratic,Uncommitted,0
Clark,6663,President,Democratic,Uncommitted,0
Clark,6664,President,Democratic,Uncommitted,0
Clark,6665,President,Democratic,Uncommitted,0
Clark,6666,President,Democratic,Uncommitted,0
Clark,6667,President,Democratic,Uncommitted,0
Clark,6671,President,Democratic,Uncommitted,0
Clark,6672,President,Democratic,Uncommitted,0
Clark,6673,President,Democratic,Uncommitted,0
Clark,6674,President,Democratic,Uncommitted,0
Clark,6675,President,Democratic,Uncommitted,0
Clark,6681,President,Democratic,Uncommitted,0
Clark,6683,President,Democratic,Uncommitted,0
Clark,6684,President,Democratic,Uncommitted,0
Clark,6685,President,Democratic,Uncommitted,0
Clark,6686,President,Democratic,Uncommitted,0
Clark,6691,President,Democratic,Uncommitted,0
Clark,6692,President,Democratic,Uncommitted,0
Clark,6693,President,Democratic,Uncommitted,0
Clark,6694,President,Democratic,Uncommitted,0
Clark,6695,President,Democratic,Uncommitted,0
Clark,6700,President,Democratic,Uncommitted,0
Clark,6701,President,Democratic,Uncommitted,0
Clark,6702,President,Democratic,Uncommitted,0
Clark,6703,President,Democratic,Uncommitted,0
Clark,6704,President,Democratic,Uncommitted,0
Clark,6705,President,Democratic,Uncommitted,0
Clark,6706,President,Democratic,Uncommitted,0
Clark,6707,President,Democratic,Uncommitted,0
Clark,6708,President,Democratic,Uncommitted,0
Clark,6709,President,Democratic,Uncommitted,0
Clark,6710,President,Democratic,Uncommitted,0
Clark,6712,President,Democratic,Uncommitted,0
Clark,6713,President,Democratic,Uncommitted,0
Clark,6714,President,Democratic,Uncommitted,0
Clark,6715,President,Democratic,Uncommitted,0
Clark,6716,President,Democratic,Uncommitted,0
Clark,6719,President,Democratic,Uncommitted,0
Clark,6720,President,Democratic,Uncommitted,0
Clark,6721,President,Democratic,Uncommitted,0
Clark,6722,President,Democratic,Uncommitted,0
Clark,6723,President,Democratic,Uncommitted,0
Clark,6724,President,Democratic,Uncommitted,0
Clark,6725,President,Democratic,Uncommitted,0
Clark,6726,President,Democratic,Uncommitted,0
Clark,6727,President,Democratic,Uncommitted,0
Clark,6728,President,Democratic,Uncommitted,0
Clark,6729,President,Democratic,Uncommitted,0
Clark,6730,President,Democratic,Uncommitted,0
Clark,6731,President,Democratic,Uncommitted,0
Clark,6732,President,Democratic,Uncommitted,0
Clark,6733,President,Democratic,Uncommitted,0
Clark,6734,President,Democratic,Uncommitted,0
Clark,6735,President,Democratic,Uncommitted,0
Clark,6736,President,Democratic,Uncommitted,0
Clark,6737,President,Democratic,Uncommitted,0
Clark,6738,President,Democratic,Uncommitted,0
Clark,6739,President,Democratic,Uncommitted,0
Clark,6751,President,Democratic,Uncommitted,0
Clark,6752,President,Democratic,Uncommitted,0
Clark,7012,President,Democratic,Uncommitted,0
Clark,7047,President,Democratic,Uncommitted,0
Clark,7048,President,Democratic,Uncommitted,0
Clark,7049,President,Democratic,Uncommitted,0
Clark,7050,President,Democratic,Uncommitted,0
Clark,7054,President,Democratic,Uncommitted,0
Clark,7079,President,Democratic,Uncommitted,0
Clark,7097,President,Democratic,Uncommitted,0
Clark,7311,President,Democratic,Uncommitted,0
Clark,7312,President,Democratic,Uncommitted,0
Clark,7332,President,Democratic,Uncommitted,0
Clark,7334,President,Democratic,Uncommitted,0
Clark,7341,President,Democratic,Uncommitted,0
Clark,7351,President,Democratic,Uncommitted,0
Clark,7352,President,Democratic,Uncommitted,0
Clark,7354,President,Democratic,Uncommitted,0
Clark,7355,President,Democratic,Uncommitted,0
Clark,7356,President,Democratic,Uncommitted,0
Clark,7357,President,Democratic,Uncommitted,0
Clark,7358,President,Democratic,Uncommitted,0
Clark,7359,President,Democratic,Uncommitted,0
Clark,7360,President,Democratic,Uncommitted,0
Clark,7361,President,Democratic,Uncommitted,0
Clark,7366,President,Democratic,Uncommitted,0
Clark,7387,President,Democratic,Uncommitted,0
Clark,7395,President,Democratic,Uncommitted,0
Clark,7402,President,Democratic,Uncommitted,0
Clark,7403,President,Democratic,Uncommitted,0
Clark,7405,President,Democratic,Uncommitted,0
Clark,7410,President,Democratic,Uncommitted,0
Clark,7411,President,Democratic,Uncommitted,0
Clark,7413,President,Democratic,Uncommitted,0
Clark,7414,President,Democratic,Uncommitted,0
Clark,7415,President,Democratic,Uncommitted,0
Clark,7416,President,Democratic,Uncommitted,0
Clark,7417,President,Democratic,Uncommitted,0
Clark,7422,President,Democratic,Uncommitted,0
Clark,7430,President,Democratic,Uncommitted,0
Clark,7500,President,Democratic,Uncommitted,0
Clark,7501,President,Democratic,Uncommitted,0
Clark,7502,President,Democratic,Uncommitted,0
Clark,7503,President,Democratic,Uncommitted,0
Clark,7504,President,Democratic,Uncommitted,0
Clark,7506,President,Democratic,Uncommitted,0
Clark,7507,President,Democratic,Uncommitted,0
Clark,7508,President,Democratic,Uncommitted,0
Clark,7509,President,Democratic,Uncommitted,0
Clark,7511,President,Democratic,Uncommitted,0
Clark,7512,President,Democratic,Uncommitted,0
Clark,7513,President,Democratic,Uncommitted,0
Clark,7515,President,Democratic,Uncommitted,0
Clark,7521,President,Democratic,Uncommitted,0
Clark,7522,President,Democratic,Uncommitted,0
Clark,7523,President,Democratic,Uncommitted,0
Clark,7524,President,Democratic,Uncommitted,0
Clark,7525,President,Democratic,Uncommitted,0
Clark,7526,President,Democratic,Uncommitted,1
Clark,7527,President,Democratic,Uncommitted,0
Clark,7528,President,Democratic,Uncommitted,0
Clark,7529,President,Democratic,Uncommitted,0
Clark,7530,President,Democratic,Uncommitted,0
Clark,7531,President,Democratic,Uncommitted,0
Clark,7532,President,Democratic,Uncommitted,0
Clark,7534,President,Democratic,Uncommitted,0
Clark,7536,President,Democratic,Uncommitted,0
Clark,7542,President,Democratic,Uncommitted,0
Clark,7545,President,Democratic,Uncommitted,0
Clark,7550,President,Democratic,Uncommitted,0
Clark,7551,President,Democratic,Uncommitted,0
Clark,7552,President,Democratic,Uncommitted,0
Clark,7553,President,Democratic,Uncommitted,0
Clark,7554,President,Democratic,Uncommitted,0
Clark,7555,President,Democratic,Uncommitted,0
Clark,7561,President,Democratic,Uncommitted,0
Clark,7562,President,Democratic,Uncommitted,0
Clark,7563,President,Democratic,Uncommitted,0
Clark,7564,President,Democratic,Uncommitted,0
Clark,7569,President,Democratic,Uncommitted,0
Clark,7570,President,Democratic,Uncommitted,0
Clark,7571,President,Democratic,Uncommitted,0
Clark,7572,President,Democratic,Uncommitted,0
Clark,7573,President,Democratic,Uncommitted,0
Clark,7574,President,Democratic,Uncommitted,0
Clark,7575,President,Democratic,Uncommitted,0
Clark,7581,President,Democratic,Uncommitted,0
Clark,7582,President,Democratic,Uncommitted,0
Clark,7583,President,Democratic,Uncommitted,0
Clark,7584,President,Democratic,Uncommitted,0
Clark,7585,President,Democratic,Uncommitted,0
Clark,7590,President,Democratic,Uncommitted,0
Clark,7591,President,Democratic,Uncommitted,0
Clark,7592,President,Democratic,Uncommitted,0
Clark,7593,President,Democratic,Uncommitted,0
Clark,7594,President,Democratic,Uncommitted,0
Clark,7595,President,Democratic,Uncommitted,0
Clark,7601,President,Democratic,Uncommitted,0
Clark,7602,President,Democratic,Uncommitted,0
Clark,7603,President,Democratic,Uncommitted,0
Clark,7604,President,Democratic,Uncommitted,0
Clark,7605,President,Democratic,Uncommitted,0
Clark,7611,President,Democratic,Uncommitted,0
Clark,7612,President,Democratic,Uncommitted,0
Clark,7613,President,Democratic,Uncommitted,0
Clark,7614,President,Democratic,Uncommitted,0
Clark,7615,President,Democratic,Uncommitted,0
Clark,7622,President,Democratic,Uncommitted,0
Clark,7623,President,Democratic,Uncommitted,0
Clark,7624,President,Democratic,Uncommitted,0
Clark,7625,President,Democratic,Uncommitted,0
Clark,7631,President,Democratic,Uncommitted,0
Clark,7632,President,Democratic,Uncommitted,0
Clark,7633,President,Democratic,Uncommitted,0
Clark,7634,President,Democratic,Uncommitted,0
Clark,7635,President,Democratic,Uncommitted,0
Clark,7641,President,Democratic,Uncommitted,0
Clark,7642,President,Democratic,Uncommitted,0
Clark,7643,President,Democratic,Uncommitted,0
Clark,7644,President,Democratic,Uncommitted,0
Clark,7645,President,Democratic,Uncommitted,0
Clark,7651,President,Democratic,Uncommitted,0
Clark,7652,President,Democratic,Uncommitted,0
Clark,7653,President,Democratic,Uncommitted,0
Clark,7654,President,Democratic,Uncommitted,0
Clark,7661,President,Democratic,Uncommitted,0
Clark,7662,President,Democratic,Uncommitted,0
Clark,7663,President,Democratic,Uncommitted,0
Clark,7664,President,Democratic,Uncommitted,0
Clark,7665,President,Democratic,Uncommitted,0
Clark,7671,President,Democratic,Uncommitted,0
Clark,7672,President,Democratic,Uncommitted,0
Clark,7674,President,Democratic,Uncommitted,0
Clark,7675,President,Democratic,Uncommitted,0
Clark,7681,President,Democratic,Uncommitted,0
Clark,7682,President,Democratic,Uncommitted,0
Clark,7683,President,Democratic,Uncommitted,0
Clark,7684,President,Democratic,Uncommitted,0
Clark,7685,President,Democratic,Uncommitted,0
Clark,7691,President,Democratic,Uncommitted,0
Clark,7692,President,Democratic,Uncommitted,0
Clark,7693,President,Democratic,Uncommitted,0
Clark,7694,President,Democratic,Uncommitted,0
Clark,7695,President,Democratic,Uncommitted,0
Clark,7701,President,Democratic,Uncommitted,0
Clark,7702,President,Democratic,Uncommitted,0
Clark,7703,President,Democratic,Uncommitted,0
Clark,7704,President,Democratic,Uncommitted,0
Clark,7705,President,Democratic,Uncommitted,0
Clark,7706,President,Democratic,Uncommitted,0
Clark,7707,President,Democratic,Uncommitted,0
Clark,7712,President,Democratic,Uncommitted,0
Clark,7713,President,Democratic,Uncommitted,0
Clark,7714,President,Democratic,Uncommitted,0
Clark,7715,President,Democratic,Uncommitted,0
Clark,7722,President,Democratic,Uncommitted,0
Clark,7723,President,Democratic,Uncommitted,0
Clark,7724,President,Democratic,Uncommitted,0
Clark,7726,President,Democratic,Uncommitted,0
Clark,7730,President,Democratic,Uncommitted,0
Clark,7731,President,Democratic,Uncommitted,0
Clark,7732,President,Democratic,Uncommitted,0
Clark,7733,President,Democratic,Uncommitted,0
Clark,9996,President,Democratic,Uncommitted,0
Clark,Caesars,President,Democratic,Uncommitted,0
Clark,Harrahs,President,Democratic,Uncommitted,0
Clark,New York New York,President,Democratic,Uncommitted,0
Clark,Paris,President,Democratic,Uncommitted,0
Clark,Rio,President,Democratic,Uncommitted,0
Clark,Wynn,President,Democratic,Uncommitted,0
Douglas,1,President,Democratic,Uncommitted,0
Douglas,10,President,Democratic,Uncommitted,0
Douglas,11,President,Democratic,Uncommitted,0
Douglas,12,President,Democratic,Uncommitted,0
Douglas,13,President,Democratic,Uncommitted,0
Douglas,14,President,Democratic,Uncommitted,0
Douglas,15,President,Democratic,Uncommitted,0
Douglas,16,President,Democratic,Uncommitted,0
Douglas,17,President,Democratic,Uncommitted,0
Douglas,18,President,Democratic,Uncommitted,0
Douglas,19,President,Democratic,Uncommitted,0
Douglas,2,President,Democratic,Uncommitted,0
Douglas,20,President,Democratic,Uncommitted,0
Douglas,21,President,Democratic,Uncommitted,0
Douglas,22,President,Democratic,Uncommitted,0
Douglas,23,President,Democratic,Uncommitted,0
Douglas,24,President,Democratic,Uncommitted,0
Douglas,25,President,Democratic,Uncommitted,0
Douglas,26,President,Democratic,Uncommitted,0
Douglas,27,President,Democratic,Uncommitted,0
Douglas,28,President,Democratic,Uncommitted,0
Douglas,29,President,Democratic,Uncommitted,0
Douglas,3,President,Democratic,Uncommitted,0
Douglas,31,President,Democratic,Uncommitted,0
Douglas,32,President,Democratic,Uncommitted,0
Douglas,33,President,Democratic,Uncommitted,0
Douglas,34,President,Democratic,Uncommitted,0
Douglas,35,President,Democratic,Uncommitted,0
Douglas,36,President,Democratic,Uncommitted,0
Douglas,37,President,Democratic,Uncommitted,0
Douglas,38,President,Democratic,Uncommitted,0
Douglas,39,President,Democratic,Uncommitted,0
Douglas,4,President,Democratic,Uncommitted,0
Douglas,40,President,Democratic,Uncommitted,0
Douglas,41,President,Democratic,Uncommitted,0
Douglas,5,President,Democratic,Uncommitted,0
Douglas,6,President,Democratic,Uncommitted,0
Douglas,7,President,Democratic,Uncommitted,0
Douglas,8,President,Democratic,Uncommitted,0
Douglas,9,President,Democratic,Uncommitted,0
Elko,1,President,Democratic,Uncommitted,0
Elko,10,President,Democratic,Uncommitted,0
Elko,11,President,Democratic,Uncommitted,0
Elko,12,President,Democratic,Uncommitted,0
Elko,13,President,Democratic,Uncommitted,0
Elko,14,President,Democratic,Uncommitted,0
Elko,15,President,Democratic,Uncommitted,0
Elko,16,President,Democratic,Uncommitted,0
Elko,17,President,Democratic,Uncommitted,0
Elko,18,President,Democratic,Uncommitted,0
Elko,19,President,Democratic,Uncommitted,0
Elko,2,President,Democratic,Uncommitted,0
Elko,20,President,Democratic,Uncommitted,0
Elko,21,President,Democratic,Uncommitted,0
Elko,22,President,Democratic,Uncommitted,0
Elko,23,President,Democratic,Uncommitted,0
Elko,24,President,Democratic,Uncommitted,0
Elko,25,President,Democratic,Uncommitted,0
Elko,26,President,Democratic,Uncommitted,0
Elko,27,President,Democratic,Uncommitted,0
Elko,28,President,Democratic,Uncommitted,0
Elko,29,President,Democratic,Uncommitted,0
Elko,3,President,Democratic,Uncommitted,0
Elko,30,President,Democratic,Uncommitted,0
Elko,31,President,Democratic,Uncommitted,0
Elko,32,President,Democratic,Uncommitted,0
Elko,33,President,Democratic,Uncommitted,0
Elko,34,President,Democratic,Uncommitted,0
Elko,35,President,Democratic,Uncommitted,0
Elko,36,President,Democratic,Uncommitted,0
Elko,37,President,Democratic,Uncommitted,0
Elko,38,President,Democratic,Uncommitted,0
Elko,39,President,Democratic,Uncommitted,0
Elko,4,President,Democratic,Uncommitted,0
Elko,40,President,Democratic,Uncommitted,0
Elko,41,President,Democratic,Uncommitted,0
Elko,5,President,Democratic,Uncommitted,0
Elko,6,President,Democratic,Uncommitted,0
Elko,7,President,Democratic,Uncommitted,0
Elko,8,President,Democratic,Uncommitted,0
Elko,9,President,Democratic,Uncommitted,0
Esmeralda,1,President,Democratic,Uncommitted,0
Esmeralda,2,President,Democratic,Uncommitted,0
Esmeralda,3,President,Democratic,Uncommitted,0
Esmeralda,4,President,Democratic,Uncommitted,0
Esmeralda,5,President,Democratic,Uncommitted,0
Eureka,1,President,Democratic,Uncommitted,0
Eureka,2,President,Democratic,Uncommitted,0
Eureka,3,President,Democratic,Uncommitted,0
Eureka,4,President,Democratic,Uncommitted,0
Humboldt,1,President,Democratic,Uncommitted,0
